           9
 3.9476926421373015E+01
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
 0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00
 6.5537126403840478E-06
 2.2363959144159837E-01 -3.8251726292540228E-01  4.3285755628236791E-02
 7.5555770981629440E+00  4.2395001394976664E+00 -5.4901767274842994E-01
 9.6633143281860438E-05
 1.0562609001785207E-01 -7.2736261099703392E-01  2.3257099266948696E-02
 7.2000368113277888E+00  9.7402571103718116E-01 -4.8599467833767881E-02
 1.2002693757049970E-04
-2.9897871882851745E-01 -9.5968547165640805E-01  1.8996348382533130E-02
 5.8777533852146453E+00 -2.1202307143586263E+00 -1.1689221871725773E-01
 1.2739797771167430E-05
-1.4888768844864158E+00 -1.3426922004908015E-01 -2.1863901701812734E-02
 1.7374544109271739E-01 -5.1560707950499935E+00  5.3306020164598955E-01
 3.7692243038880358E-02
-2.0301992990705360E+00 -4.6587441218164320E+00  7.0529109957950684E-02
 2.5331088338636722E+00 -1.2405380906416741E+00 -4.2402326804424219E-02
 1.1285887755999169E-02
-2.2927677293577431E+00 -8.7203307885390231E+00  2.4212071711255773E-01
 2.0815225670565320E+00 -5.4546898798509980E-01 -7.1697213535480933E-02
 1.7236618917243450E-03
 1.0365700250013697E+01 -1.5984031006856387E+01 -4.0126594379982233E-01
 1.2100079268539543E+00  7.9444234459718144E-01 -2.1319340184831288E-02
 2.0336120603504839E-03
-2.2202719002418636E+01  2.0255300394544246E+01  7.1083601447428268E-01
-7.7853733751730558E-01 -8.3963817992585099E-01  3.3865689586248617E-02
